id,date,text,hashtags
1132435818214072320,2019-05-25 23:58:33+00:00,Huawei's future is in serious jeopardy. Android versions no longer matter. [ #acpodcast] - Android Central http://dlvr.it/R5QhWT,#acpodcast
1132435817723416577,2019-05-25 23:58:33+00:00,Huawei's future is in serious jeopardy. Android versions no longer matter. [ #acpodcast] - Android Central http://dlvr.it/R5QhWD,#acpodcast
1132433366605651968,2019-05-25 23:48:48+00:00,Android Support for ‘Huawei’ Terminated by Google https://goo.gl/fb/uxVkNK,
1132433213564030977,2019-05-25 23:48:12+00:00,Huawei’s New OS is Reportedly 60% Faster than Android & Expected to be Out By Oct https://goodyfeed.com/apppreview1646/,
1132432862198636544,2019-05-25 23:46:48+00:00,"Agreed, Trump by sowing mistrust in trade allows Tech markets to fragment. Huawei will soon be competing with Apple & Android with it's OS #Trump may have just helped make China Even Greater",#Trump
1132432170851553282,2019-05-25 23:44:03+00:00,"We asked, you told us: Most are worried about Huawei’s future - Android Authority http://dlvr.it/R5Qgdz",
1132431539860459521,2019-05-25 23:41:33+00:00,"We asked, you told us: Most are worried about Huawei’s future - Android Authority http://dlvr.it/R5QgRk pic.twitter.com/rT4hHWo3DP",
1132430347982049281,2019-05-25 23:36:49+00:00,"[$6934.85]Huawei Honor 20, 48MP Camera, 8GB+128GB, China Version, Quad Back Cameras, Fingerprint Identification, 6.26 inch Magic UI 2.1.0 (Android 9.0) HUAWEI Kirin 980 Octa Core up to 2.6GHz, Network: 4G, NFC, Not Support Google Play(Black) https://www.sunsky-online.com/view/1040562.htm?contact=Freddy …pic.twitter.com/bcP7zSWtNN",
1132430343565455361,2019-05-25 23:36:48+00:00,"Ditched MacBook Pro.. Installing Huawei Matebook X Pro with Ubuntu Budgie.. Way better keyboard, screen and performance! Do you read it mister Trump? #HuaweiBan #Apple #Ubuntu #coding #linux",#HuaweiBan #Apple #Ubuntu #coding #linux
1132429767263657985,2019-05-25 23:34:30+00:00,Huawei Ban: Things You Should Know @HuaweiMobile @Google @Android @Huawei https://youtu.be/fRXk-UMiMtg pic.twitter.com/b72npw89Ou,
1132429705645363200,2019-05-25 23:34:16+00:00,"I believe its called Hong Meng OS & should b based on open source android with heavy customisations. Google android is a 15+ yr old OS with so many updates, fixes till it became mature. Huawei may see huge drop in sales for the coming 1-2 yrs. Lets c",
1132427489966477318,2019-05-25 23:25:27+00:00,Huawei’s New OS is Reportedly 60% Faster than Android & Expected to be Out By Oct https://goodyfeed.com/apppreview1646/,
1132426677819199488,2019-05-25 23:22:14+00:00,Huawei in jeopardy — #Android versions don't matter https://www.androidcentral.com/huaweis-future-serious-jeopardy-android-versions-no-longer-matter-acpodcast …pic.twitter.com/qaBPmNnQgg,#Android
1132426413997514753,2019-05-25 23:21:11+00:00,Huawei in jeopardy — Android versions don't matter https://www.avnblogfeed.com/mobile-phone-news/huawei-in-jeopardy-android-versions-dont-matter/ …pic.twitter.com/Yd6qMJ3zJZ,
1132425984676904961,2019-05-25 23:19:28+00:00,Huawei Developing Its Own New OS To Replace Android https://techviral.net/huawei-developing-its-own-os/ …,
1132425970277703681,2019-05-25 23:19:25+00:00,Huawei in jeopardy — Android versions don't matter https://thebreakingnewsheadlines.com/blog/huawei-in-jeopardy-android-versions-dont-matter/ …pic.twitter.com/DQuX7xvKw2,
1132425759904206849,2019-05-25 23:18:35+00:00,Google Banned all android services for Huawei. Le Pakistani : Or do Imran Khan ko Vote. pic.twitter.com/veNfrYkQTF,
1132425693449605121,2019-05-25 23:18:19+00:00,Huawei in jeopardy — Android versions don't matter http://bit.ly/2VSNXFy,
1132424449729282048,2019-05-25 23:13:22+00:00,New post: Huawei in jeopardy — Android versions don’t matter https://wp.me/p1NyTi-fEr,
1132423796013637632,2019-05-25 23:10:47+00:00,lol yeah there's a reason for that... #Huawei #HuaweiBan pic.twitter.com/DjeWnX0ehn,#Huawei #HuaweiBan
1132423317527384064,2019-05-25 23:08:52+00:00,Huawei in jeopardy — Android versions don't matter http://twib.in/l/aEa7e5ooqRx6 pic.twitter.com/pqjVQIYhkT,
1132422623986704385,2019-05-25 23:06:07+00:00,Huawei in jeopardy — Android versions don't matter http://bit.ly/2YOLYUU,
1132421836178956289,2019-05-25 23:02:59+00:00,Huawei in jeopardy — Android versions don't matter https://qwerty.red/huawei-in-jeopardy-android-versions-dont-matter/ …pic.twitter.com/qZqoPPx8zw,
1132421102725025792,2019-05-25 23:00:04+00:00,Q&A: Google's Huawei ban - what it means for your Android phone http://tinyurl.com/y2sa9kx4 :Auto pickup by wikyou,
1132420632052948993,2019-05-25 22:58:12+00:00,Huawei in jeopardy — Android versions don't matter http://bit.ly/2YOLYUU,
1132420617574199302,2019-05-25 22:58:09+00:00,"Android News: ""Huawei in jeopardy — Android versions don't matter"" http://bit.ly/2YOLYUU",
1132419639500312576,2019-05-25 22:54:16+00:00,Huawei in jeopardy — Android versions don't matter http://bit.ly/2JKDbjp #Android pic.twitter.com/v0cKMqpUX6,#Android
1132419125060489216,2019-05-25 22:52:13+00:00,"Huawei App Gallery don't have a lot of apps to download yet and honestly Google is diverse and easy to use with many sites... Talking about Android?? How do you plan on fixing this? Are we getting our money back since US pulling out?? Fuck os, either you make a good deal with US",
1132418452310745088,2019-05-25 22:49:33+00:00,Huawei in jeopardy — Android versions don't matter http://dlvr.it/R5Qbmc pic.twitter.com/6lXoM9Br8j,
1132417951900901376,2019-05-25 22:47:33+00:00,Huawei in jeopardy — Android versions don't matter http://dlvr.it/R5Qbft pic.twitter.com/F3pWDZvkTy,
1132417951062056960,2019-05-25 22:47:33+00:00,Huawei in jeopardy — Android versions don't matter http://dlvr.it/R5Qbgh @slidemepic.twitter.com/XO1DPMZeNg,
1132415092518281221,2019-05-25 22:36:11+00:00,#Chinese government able to force #Apple & #Google to pay all the lost in profits to #Huawei if have some balls. #HuaweiForever #HuaweiBan,#Chinese #Apple #Google #Huawei #HuaweiForever #HuaweiBan
1132414952109740032,2019-05-25 22:35:38+00:00,"We asked, you told us: Most are worried about Huawei’s future – Android Authority …https://websitedesigncompanyagency.wordpress.com/2019/05/25/we-asked-you-told-us-most-are-worried-about-huaweis-future-android-authority/ …",
1132414189111304192,2019-05-25 22:32:36+00:00,"Huawei, I have begged my parents for the Huawei p30 and got the lite version. I love the phone and it's extremely fast. Is google gonna be removed? And if so, what are you gonna do about the Android thing?",
1132411910899421184,2019-05-25 22:23:33+00:00,"We asked, you told us: Most are worried about Huawei’s future - Android Authority http://dlvr.it/R5QYvD pic.twitter.com/JuWQaL9n3C",
1132411010915151873,2019-05-25 22:19:58+00:00,"@Huawei I wasn't gonna buy any android phone because they use Google I now own an Huawei and i was gonna get an iPhone, I guess i am gonna wait. #exited #thankstrump #Huawei #Google",#exited #thankstrump #Huawei #Google
1132410902802706432,2019-05-25 22:19:33+00:00,"We asked, you told us: Most are worried about Huawei’s future - Android Authority http://dlvr.it/R5QYWc",
1132410790043115520,2019-05-25 22:19:06+00:00,"One thing I don’t understand, is why can’t google let Huawei use Android still outside of the US...?",
1132410018798682112,2019-05-25 22:16:02+00:00,"LATEST: ‘Huawei phones have stopped working after Google pulls its Android license,’ BS or not? – Profit by Pakis https://journalism-now.co.uk/huawei-phones-have-stopped-working-after-google-pulls-its-android-license-bs-or-not-profit-by-pakistan-today/ …",
1132408767155515394,2019-05-25 22:11:03+00:00,How Huawei might not be able to continue using even the open-source foundation of Android under US bans of company https://www.xda-developers.com/analysis-huawei-aosp-google-ban/ …,
1132408278930010112,2019-05-25 22:09:07+00:00,“The Huawei Disaster Reveals Google’s Iron Grip on Android” by Eric Ravenscraft https://link.medium.com/nSQzzRklZW,
1132407684089688072,2019-05-25 22:06:45+00:00,"I dont think huawei smartphones will survive without Android, it’s not easy to come up with good OS like that and several big companies like Microsoft and Amazon tried to compete with Android before and failed even though these companies are specialized in making OS unlike huawei",
1132406878808358912,2019-05-25 22:03:33+00:00,"We asked, you told us: Most are worried about Huawei’s future - Android Authority http://dlvr.it/R5QX5X pic.twitter.com/CjUZB6HUU0",
1132406705130811394,2019-05-25 22:02:52+00:00,Huawei is not so good about ANDROID. HUAWEI HAS A SETBACK. https://twitter.com/XHNews/status/1132392667432792065 …,
1132405489030057990,2019-05-25 21:58:02+00:00,Huawei’s use of Android restricted by Google https://guwahatitimes.com/huaweis-use-of-android-restricted-by-google/ …pic.twitter.com/60GFyQWhC3,
1132404372325879808,2019-05-25 21:53:36+00:00,"Sorry this is China, even @MKBHD expecting huawei to do a comeback just he cant really sure how Huawei gonna change the people who used to use android to a new os and ecosystem https://twitter.com/syedhaziim/status/1132036974804516864 …",
1132403856501927936,2019-05-25 21:51:33+00:00,"* We asked, you told us: Most are worried about Huawei’s future Android Authority * US-China tech war: can Huawei survive? South China Morning Post * Trump's Huawei crackdown could hit Trump country hardest POLITICO * How the U.S. Went Wrong on Huawei… http://dlvr.it/R5QW2s",
1132403856623595520,2019-05-25 21:51:33+00:00,"* We asked, you told us: Most are worried about Huawei’s future Android Authority * US-China tech war: can Huawei survive? South China Morning Post * Trump's Huawei crackdown could hit Trump country hardest POLITICO * How the U.S. Went Wrong on Huawei… http://dlvr.it/R5QW2q",
1132403801313435648,2019-05-25 21:51:19+00:00,"Huawei Removed From SD Association and Wi-Fi Alliance, Google Removes Its Phones From Android Enterprise Device List https://gadgets.ndtv.com/mobiles/news/uawei-sd-association-wi-fi-alliance-jedec-phones-nexus-6p-removed-from-android-enterprise-device-lis-2042835 …",
1132403179939815424,2019-05-25 21:48:51+00:00,"We asked, you told us: Most are worried about Huawei’s future – Android Authority https://chinawapz.com/we-asked-you-told-us-most-are-worried-about-huaweis-future-android-authority/ …pic.twitter.com/EGbpVCjQix",
1132402204831289352,2019-05-25 21:44:59+00:00,@HuaweiMobileUK will those who have already bought a Huawei still get the new android updates and not just security?,
